explanation_id,project_id,risk_score,top_delay_driver,driver_contribution_pct,recommended_action
EXP-091249,PRJ-02132,9.5,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-091250,PRJ-03256,15.4,Pending approvals,7.2,Continue routine monitoring
EXP-091251,PRJ-04280,39.4,Incomplete documentation,17.7,Complete document verification
EXP-091252,PRJ-03298,16.0,Pending approvals,5.0,Continue routine monitoring
EXP-091253,PRJ-02871,11.6,Pending approvals,6.0,Continue routine monitoring
EXP-091254,PRJ-03989,7.2,Pending approvals,5.0,Continue routine monitoring
EXP-091255,PRJ-03503,35.3,Pending approvals,10.7,Prioritize compensation processing
EXP-091256,PRJ-03887,8.1,Pending approvals,5.0,Continue routine monitoring
EXP-091257,PRJ-04954,31.5,Compensation delay,10.2,Prioritize compensation processing
EXP-091258,PRJ-01328,21.4,Incomplete documentation,10.3,Complete document verification
EXP-091259,PRJ-00427,18.3,Rehabilitation delay,8.2,Accelerate rehabilitation workflow
EXP-091260,PRJ-02200,30.7,Compensation delay,16.3,Prioritize compensation processing
EXP-091261,PRJ-02741,12.3,Pending approvals,5.0,Continue routine monitoring
EXP-091262,PRJ-03879,25.0,Compensation delay,13.3,Prioritize compensation processing
EXP-091263,PRJ-01975,7.2,Pending approvals,5.0,Continue routine monitoring
EXP-091264,PRJ-04982,29.3,Compensation delay,11.9,Prioritize compensation processing
EXP-091265,PRJ-00521,15.6,Stakeholder bottleneck,6.4,Continue routine monitoring
EXP-091266,PRJ-03748,8.7,Pending approvals,5.0,Continue routine monitoring
EXP-091267,PRJ-00166,10.5,Pending approvals,5.0,Continue routine monitoring
EXP-091268,PRJ-01701,19.3,Stakeholder bottleneck,7.0,Continue routine monitoring
EXP-091269,PRJ-01479,20.3,Notification pending,7.1,Continue routine monitoring
EXP-091270,PRJ-00450,19.1,Pending approvals,7.6,Continue routine monitoring
EXP-091271,PRJ-04696,9.5,Pending approvals,5.0,Continue routine monitoring
EXP-091272,PRJ-03483,40.6,Pending approvals,16.1,Complete document verification
EXP-091273,PRJ-04000,37.7,Legal dispute,16.2,Escalate legal review
EXP-091274,PRJ-00060,6.4,Pending approvals,5.0,Continue routine monitoring
EXP-091275,PRJ-03226,12.6,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-091276,PRJ-04014,9.9,Pending approvals,5.0,Continue routine monitoring
EXP-091277,PRJ-04726,9.5,Pending approvals,5.1,Continue routine monitoring
EXP-091278,PRJ-01659,9.5,Pending approvals,5.0,Continue routine monitoring
EXP-091279,PRJ-03879,21.1,Stakeholder bottleneck,10.7,Continue routine monitoring
EXP-091280,PRJ-03617,43.8,Legal dispute,14.1,Escalate legal review
EXP-091281,PRJ-01635,7.6,Pending approvals,5.0,Continue routine monitoring
EXP-091282,PRJ-00079,22.8,Rehabilitation delay,7.3,Accelerate rehabilitation workflow
EXP-091283,PRJ-01901,6.2,Pending approvals,5.0,Continue routine monitoring
EXP-091284,PRJ-03593,24.4,Notification pending,12.9,Continue routine monitoring
EXP-091285,PRJ-01871,17.2,Pending approvals,6.9,Continue routine monitoring
EXP-091286,PRJ-00789,22.1,Compensation delay,10.7,Prioritize compensation processing
EXP-091287,PRJ-02804,12.6,Pending approvals,5.0,Continue routine monitoring
EXP-091288,PRJ-03176,29.0,Incomplete documentation,13.7,Complete document verification
EXP-091289,PRJ-00288,20.6,Pending approvals,7.7,Escalate pending approval
EXP-091290,PRJ-04696,12.9,Pending approvals,5.5,Continue routine monitoring
EXP-091291,PRJ-01933,25.6,Pending approvals,9.8,Escalate pending approval
EXP-091292,PRJ-03394,23.8,Incomplete documentation,10.3,Complete document verification
EXP-091293,PRJ-01651,5.2,Pending approvals,5.0,Continue routine monitoring
EXP-091294,PRJ-04453,45.3,Pending approvals,21.3,Prioritize compensation processing
EXP-091295,PRJ-03855,16.2,Stakeholder bottleneck,8.6,Continue routine monitoring
EXP-091296,PRJ-00523,12.1,Pending approvals,5.0,Continue routine monitoring
EXP-091297,PRJ-02944,9.2,Pending approvals,5.0,Continue routine monitoring
EXP-091298,PRJ-02236,17.7,Stakeholder bottleneck,9.4,Continue routine monitoring
EXP-091299,PRJ-02256,14.0,Notification pending,5.0,Continue routine monitoring
EXP-091300,PRJ-04281,17.6,Pending approvals,8.8,Escalate pending approval
EXP-091301,PRJ-00475,23.4,Legal dispute,9.3,Escalate legal review
EXP-091302,PRJ-04940,9.3,Pending approvals,5.0,Continue routine monitoring
EXP-091303,PRJ-01681,11.5,Pending approvals,5.0,Continue routine monitoring
EXP-091304,PRJ-01870,46.1,Pending approvals,11.9,Prioritize compensation processing
EXP-091305,PRJ-02510,10.2,Pending approvals,5.6,Continue routine monitoring
EXP-091306,PRJ-04220,30.6,Pending approvals,14.5,Escalate pending approval
EXP-091307,PRJ-04687,9.2,Pending approvals,5.0,Continue routine monitoring
EXP-091308,PRJ-02316,74.2,Pending approvals,31.2,Prioritize compensation processing
EXP-091309,PRJ-00640,34.6,Compensation delay,18.8,Prioritize compensation processing
EXP-091310,PRJ-00039,12.8,Pending approvals,5.0,Continue routine monitoring
EXP-091311,PRJ-02332,17.1,Notification pending,6.2,Continue routine monitoring
EXP-091312,PRJ-04185,21.2,Rehabilitation delay,10.5,Accelerate rehabilitation workflow
EXP-091313,PRJ-04291,17.7,Stakeholder bottleneck,6.1,Continue routine monitoring
EXP-091314,PRJ-04834,25.4,Pending approvals,12.7,Escalate pending approval
EXP-091315,PRJ-00842,12.0,Pending approvals,5.0,Continue routine monitoring
EXP-091316,PRJ-02490,9.5,Pending approvals,5.0,Continue routine monitoring
EXP-091317,PRJ-02704,25.4,Compensation delay,12.4,Prioritize compensation processing
EXP-091318,PRJ-00047,17.6,Possession pending,7.4,Continue routine monitoring
EXP-091319,PRJ-02688,9.8,Pending approvals,5.0,Continue routine monitoring
EXP-091320,PRJ-03068,33.6,Pending approvals,14.6,Complete document verification
EXP-091321,PRJ-02326,7.8,Pending approvals,5.0,Continue routine monitoring
EXP-091322,PRJ-04622,16.8,Pending approvals,5.0,Escalate pending approval
EXP-091323,PRJ-01523,34.7,Pending approvals,14.5,Escalate pending approval
EXP-091324,PRJ-03372,13.2,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-091325,PRJ-00568,5.6,Pending approvals,5.0,Continue routine monitoring
EXP-091326,PRJ-03014,11.6,Pending approvals,5.1,Continue routine monitoring
EXP-091327,PRJ-00251,26.6,Rehabilitation delay,14.5,Accelerate rehabilitation workflow
EXP-091328,PRJ-01277,13.8,Stakeholder bottleneck,6.9,Continue routine monitoring
EXP-091329,PRJ-03388,6.6,Pending approvals,5.0,Continue routine monitoring
EXP-091330,PRJ-03840,39.5,Pending approvals,16.1,Escalate pending approval
EXP-091331,PRJ-02221,45.0,Compensation delay,17.6,Escalate legal review
EXP-091332,PRJ-00908,31.5,Legal dispute,11.3,Escalate legal review
EXP-091333,PRJ-03550,8.2,Pending approvals,5.0,Continue routine monitoring
EXP-091334,PRJ-03290,82.2,Pending approvals,33.4,Escalate legal review
EXP-091335,PRJ-02150,7.6,Pending approvals,5.0,Continue routine monitoring
EXP-091336,PRJ-00493,13.8,Stakeholder bottleneck,5.8,Continue routine monitoring
EXP-091337,PRJ-00442,30.2,Legal dispute,11.8,Escalate legal review
EXP-091338,PRJ-03516,4.2,Pending approvals,5.0,Continue routine monitoring
EXP-091339,PRJ-04153,17.9,Notification pending,8.0,Continue routine monitoring
EXP-091340,PRJ-01413,19.2,Rehabilitation delay,6.8,Accelerate rehabilitation workflow
EXP-091341,PRJ-03218,39.3,Pending approvals,10.5,Escalate legal review
EXP-091342,PRJ-00026,22.3,Compensation delay,8.2,Prioritize compensation processing
EXP-091343,PRJ-04681,28.9,Compensation delay,9.0,Prioritize compensation processing
EXP-091344,PRJ-02538,8.6,Pending approvals,5.0,Continue routine monitoring
EXP-091345,PRJ-02473,17.6,Pending approvals,5.1,Escalate pending approval
EXP-091346,PRJ-03969,7.1,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-091347,PRJ-01157,19.7,Compensation delay,9.8,Prioritize compensation processing
EXP-091348,PRJ-02770,37.6,Compensation delay,10.2,Prioritize compensation processing
EXP-091349,PRJ-04853,54.1,Pending approvals,22.7,Escalate legal review
EXP-091350,PRJ-04030,35.7,Pending approvals,10.3,Escalate pending approval
EXP-091351,PRJ-04283,11.4,Pending approvals,5.0,Continue routine monitoring
EXP-091352,PRJ-03420,65.6,Pending approvals,23.3,Escalate legal review
EXP-091353,PRJ-01117,11.4,Pending approvals,5.0,Continue routine monitoring
EXP-091354,PRJ-04672,24.1,Rehabilitation delay,12.5,Accelerate rehabilitation workflow
EXP-091355,PRJ-00656,12.5,Pending approvals,6.7,Continue routine monitoring
EXP-091356,PRJ-00692,10.1,Pending approvals,5.0,Continue routine monitoring
EXP-091357,PRJ-03173,19.3,Rehabilitation delay,9.2,Accelerate rehabilitation workflow
EXP-091358,PRJ-02209,15.2,Incomplete documentation,7.3,Complete document verification
EXP-091359,PRJ-04050,21.6,Legal dispute,9.0,Escalate legal review
EXP-091360,PRJ-00326,31.2,Incomplete documentation,13.2,Complete document verification
EXP-091361,PRJ-00614,11.5,Pending approvals,5.0,Continue routine monitoring
EXP-091362,PRJ-00477,11.2,Pending approvals,5.0,Continue routine monitoring
EXP-091363,PRJ-04474,8.5,Pending approvals,5.0,Continue routine monitoring
EXP-091364,PRJ-04476,43.7,Compensation delay,12.1,Prioritize compensation processing
EXP-091365,PRJ-00098,22.2,Legal dispute,7.6,Escalate legal review
EXP-091366,PRJ-02180,20.2,Incomplete documentation,7.3,Complete document verification
EXP-091367,PRJ-04219,56.6,Compensation delay,25.2,Escalate legal review
EXP-091368,PRJ-00464,20.7,Incomplete documentation,10.9,Complete document verification
EXP-091369,PRJ-03717,26.3,Rehabilitation delay,12.8,Accelerate rehabilitation workflow
EXP-091370,PRJ-01720,12.6,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-091371,PRJ-03919,35.1,Legal dispute,9.9,Escalate legal review
EXP-091372,PRJ-02070,45.0,Compensation delay,18.5,Escalate legal review
EXP-091373,PRJ-03775,7.9,Pending approvals,5.0,Continue routine monitoring
EXP-091374,PRJ-02590,15.4,Pending approvals,5.8,Continue routine monitoring
EXP-091375,PRJ-03362,20.9,Pending approvals,7.9,Escalate pending approval
EXP-091376,PRJ-00241,46.0,Compensation delay,23.5,Prioritize compensation processing
EXP-091377,PRJ-01481,12.3,Pending approvals,6.5,Continue routine monitoring
EXP-091378,PRJ-01226,8.1,Pending approvals,5.0,Continue routine monitoring
EXP-091379,PRJ-02554,25.4,Compensation delay,12.5,Prioritize compensation processing
EXP-091380,PRJ-00793,8.4,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-091381,PRJ-00314,4.9,Pending approvals,5.0,Continue routine monitoring
EXP-091382,PRJ-02577,35.5,Pending approvals,19.0,Complete document verification
EXP-091383,PRJ-02468,10.6,Pending approvals,5.0,Continue routine monitoring
EXP-091384,PRJ-03024,20.7,Rehabilitation delay,5.2,Accelerate rehabilitation workflow
EXP-091385,PRJ-00827,16.6,Pending approvals,5.0,Continue routine monitoring
EXP-091386,PRJ-01105,12.5,Stakeholder bottleneck,6.1,Continue routine monitoring
EXP-091387,PRJ-01753,42.8,Compensation delay,16.6,Prioritize compensation processing
EXP-091388,PRJ-00123,7.9,Pending approvals,5.0,Continue routine monitoring
EXP-091389,PRJ-01528,34.3,Compensation delay,18.6,Escalate legal review
EXP-091390,PRJ-03708,7.7,Pending approvals,5.0,Continue routine monitoring
EXP-091391,PRJ-00206,48.7,Compensation delay,22.8,Prioritize compensation processing
EXP-091392,PRJ-01710,38.1,Compensation delay,9.8,Escalate legal review
EXP-091393,PRJ-03182,13.4,Pending approvals,6.6,Escalate pending approval
EXP-091394,PRJ-00727,10.1,Pending approvals,5.0,Continue routine monitoring
EXP-091395,PRJ-01583,14.7,Rehabilitation delay,5.5,Accelerate rehabilitation workflow
EXP-091396,PRJ-01334,30.6,Legal dispute,11.7,Escalate legal review
EXP-091397,PRJ-02063,15.3,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-091398,PRJ-00928,19.4,Rehabilitation delay,9.4,Accelerate rehabilitation workflow
EXP-091399,PRJ-00952,8.7,Pending approvals,5.0,Continue routine monitoring
EXP-091400,PRJ-00081,13.4,Possession pending,5.0,Continue routine monitoring
EXP-091401,PRJ-03563,22.7,Pending approvals,10.6,Escalate pending approval
EXP-091402,PRJ-04321,13.1,Pending approvals,5.0,Continue routine monitoring
EXP-091403,PRJ-00415,10.7,Pending approvals,5.0,Continue routine monitoring
EXP-091404,PRJ-00959,21.8,Pending approvals,9.7,Escalate pending approval
EXP-091405,PRJ-02487,21.8,Incomplete documentation,6.8,Complete document verification
EXP-091406,PRJ-03823,34.9,Pending approvals,18.7,Prioritize compensation processing
EXP-091407,PRJ-02338,9.4,Pending approvals,5.0,Continue routine monitoring
EXP-091408,PRJ-00441,17.2,Pending approvals,7.0,Escalate pending approval
EXP-091409,PRJ-00353,9.1,Pending approvals,5.0,Continue routine monitoring
EXP-091410,PRJ-03024,34.7,Pending approvals,14.3,Escalate pending approval
EXP-091411,PRJ-02885,38.3,Legal dispute,12.1,Escalate legal review
EXP-091412,PRJ-02839,29.0,Pending approvals,12.4,Complete document verification
EXP-091413,PRJ-00760,6.7,Pending approvals,5.0,Continue routine monitoring
EXP-091414,PRJ-04272,36.8,Legal dispute,17.4,Escalate legal review
EXP-091415,PRJ-02685,23.2,Compensation delay,9.8,Prioritize compensation processing
EXP-091416,PRJ-04632,13.9,Possession pending,5.0,Continue routine monitoring
EXP-091417,PRJ-01581,35.6,Compensation delay,11.6,Prioritize compensation processing
EXP-091418,PRJ-03958,9.8,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-091419,PRJ-00753,27.9,Incomplete documentation,10.6,Complete document verification
EXP-091420,PRJ-03675,17.6,Stakeholder bottleneck,6.8,Continue routine monitoring
EXP-091421,PRJ-02585,28.6,Incomplete documentation,15.6,Complete document verification
EXP-091422,PRJ-02920,12.7,Possession pending,5.3,Continue routine monitoring
EXP-091423,PRJ-01084,22.1,Incomplete documentation,9.0,Complete document verification
EXP-091424,PRJ-03672,54.9,Pending approvals,23.0,Escalate legal review
EXP-091425,PRJ-04933,23.7,Legal dispute,12.9,Escalate legal review
EXP-091426,PRJ-01978,17.4,Incomplete documentation,6.7,Complete document verification
EXP-091427,PRJ-03072,16.0,Pending approvals,5.0,Continue routine monitoring
EXP-091428,PRJ-03571,31.2,Compensation delay,10.0,Prioritize compensation processing
EXP-091429,PRJ-00918,19.1,Stakeholder bottleneck,7.3,Continue routine monitoring
EXP-091430,PRJ-00802,3.6,Pending approvals,5.0,Continue routine monitoring
EXP-091431,PRJ-00862,7.4,Pending approvals,5.0,Continue routine monitoring
EXP-091432,PRJ-00954,24.3,Stakeholder bottleneck,6.8,Continue routine monitoring
EXP-091433,PRJ-01718,16.3,Pending approvals,5.0,Escalate pending approval
EXP-091434,PRJ-00354,8.5,Pending approvals,5.0,Continue routine monitoring
EXP-091435,PRJ-02512,29.7,Pending approvals,8.3,Prioritize compensation processing
EXP-091436,PRJ-04202,13.3,Stakeholder bottleneck,5.6,Continue routine monitoring
EXP-091437,PRJ-03238,43.1,Pending approvals,20.5,Escalate legal review
EXP-091438,PRJ-03175,14.5,Possession pending,5.0,Continue routine monitoring
EXP-091439,PRJ-03294,9.7,Pending approvals,5.0,Continue routine monitoring
EXP-091440,PRJ-04466,27.9,Incomplete documentation,15.2,Complete document verification
EXP-091441,PRJ-01918,5.8,Pending approvals,5.0,Continue routine monitoring
EXP-091442,PRJ-01634,20.6,Pending approvals,7.0,Escalate pending approval
EXP-091443,PRJ-03371,27.5,Compensation delay,9.9,Prioritize compensation processing
EXP-091444,PRJ-04431,23.6,Legal dispute,12.4,Escalate legal review
EXP-091445,PRJ-01603,8.1,Pending approvals,5.0,Continue routine monitoring
EXP-091446,PRJ-03446,12.0,Pending approvals,5.0,Continue routine monitoring
EXP-091447,PRJ-03410,28.8,Compensation delay,13.5,Prioritize compensation processing
EXP-091448,PRJ-04604,14.9,Pending approvals,5.0,Continue routine monitoring
EXP-091449,PRJ-02906,17.2,Notification pending,6.0,Continue routine monitoring
EXP-091450,PRJ-03404,37.6,Compensation delay,9.8,Prioritize compensation processing
EXP-091451,PRJ-04707,11.8,Pending approvals,5.0,Continue routine monitoring
EXP-091452,PRJ-04839,23.7,Rehabilitation delay,9.0,Accelerate rehabilitation workflow
EXP-091453,PRJ-00416,8.0,Pending approvals,5.0,Continue routine monitoring
EXP-091454,PRJ-01685,11.5,Pending approvals,5.0,Continue routine monitoring
EXP-091455,PRJ-01088,16.7,Pending approvals,8.1,Escalate pending approval
EXP-091456,PRJ-00528,5.7,Pending approvals,5.0,Continue routine monitoring
EXP-091457,PRJ-04548,24.5,Pending approvals,7.5,Escalate pending approval
EXP-091458,PRJ-00471,12.2,Pending approvals,5.5,Continue routine monitoring
EXP-091459,PRJ-04224,12.7,Possession pending,6.2,Continue routine monitoring
EXP-091460,PRJ-03555,13.0,Pending approvals,5.8,Continue routine monitoring
EXP-091461,PRJ-01819,33.0,Pending approvals,11.8,Escalate pending approval
EXP-091462,PRJ-01205,8.4,Pending approvals,5.0,Continue routine monitoring
EXP-091463,PRJ-03463,10.8,Pending approvals,5.0,Continue routine monitoring
EXP-091464,PRJ-00267,7.7,Pending approvals,5.0,Continue routine monitoring
EXP-091465,PRJ-01514,20.0,Compensation delay,8.1,Prioritize compensation processing
EXP-091466,PRJ-03429,15.9,Pending approvals,5.1,Escalate pending approval
EXP-091467,PRJ-02531,81.0,Pending approvals,37.8,Escalate legal review
EXP-091468,PRJ-02010,9.8,Pending approvals,5.0,Continue routine monitoring
EXP-091469,PRJ-03346,16.0,Pending approvals,5.0,Escalate pending approval
EXP-091470,PRJ-02751,34.7,Compensation delay,16.3,Prioritize compensation processing
EXP-091471,PRJ-01673,12.1,Pending approvals,5.0,Continue routine monitoring
EXP-091472,PRJ-00764,21.9,Possession pending,11.9,Continue routine monitoring
EXP-091473,PRJ-01584,11.6,Pending approvals,5.0,Continue routine monitoring
EXP-091474,PRJ-00239,12.0,Pending approvals,6.5,Continue routine monitoring
EXP-091475,PRJ-02666,14.1,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-091476,PRJ-01414,9.1,Pending approvals,5.0,Continue routine monitoring
EXP-091477,PRJ-00665,30.3,Compensation delay,11.1,Prioritize compensation processing
EXP-091478,PRJ-04803,13.8,Pending approvals,5.2,Continue routine monitoring
EXP-091479,PRJ-02707,29.6,Pending approvals,13.0,Escalate legal review
EXP-091480,PRJ-04911,15.3,Stakeholder bottleneck,6.3,Continue routine monitoring
EXP-091481,PRJ-01954,16.1,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-091482,PRJ-01499,13.7,Pending approvals,5.7,Continue routine monitoring
EXP-091483,PRJ-04182,14.6,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-091484,PRJ-00413,7.0,Pending approvals,5.0,Continue routine monitoring
EXP-091485,PRJ-04312,4.1,Pending approvals,5.0,Continue routine monitoring
EXP-091486,PRJ-00473,21.7,Possession pending,11.5,Continue routine monitoring
EXP-091487,PRJ-02733,37.5,Compensation delay,16.4,Prioritize compensation processing
EXP-091488,PRJ-03641,19.3,Pending approvals,8.0,Escalate pending approval
EXP-091489,PRJ-04055,76.3,Pending approvals,23.6,Escalate legal review
EXP-091490,PRJ-04393,20.0,Rehabilitation delay,6.7,Accelerate rehabilitation workflow
EXP-091491,PRJ-00704,10.9,Pending approvals,5.8,Continue routine monitoring
EXP-091492,PRJ-01503,28.6,Compensation delay,11.6,Prioritize compensation processing
EXP-091493,PRJ-01528,11.3,Pending approvals,5.0,Continue routine monitoring
EXP-091494,PRJ-00714,9.7,Pending approvals,5.0,Continue routine monitoring
EXP-091495,PRJ-00318,8.2,Pending approvals,5.0,Continue routine monitoring
EXP-091496,PRJ-04248,16.1,Stakeholder bottleneck,5.3,Continue routine monitoring
EXP-091497,PRJ-04446,17.6,Pending approvals,7.5,Escalate pending approval
EXP-091498,PRJ-03047,13.7,Pending approvals,6.9,Escalate pending approval
EXP-091499,PRJ-03747,10.0,Pending approvals,5.0,Continue routine monitoring
EXP-091500,PRJ-02784,10.3,Pending approvals,5.1,Continue routine monitoring
EXP-091501,PRJ-00694,13.0,Pending approvals,5.4,Continue routine monitoring
EXP-091502,PRJ-04962,22.3,Compensation delay,8.7,Prioritize compensation processing
EXP-091503,PRJ-02780,27.9,Legal dispute,15.2,Escalate legal review
EXP-091504,PRJ-02311,8.6,Pending approvals,5.0,Continue routine monitoring
EXP-091505,PRJ-03092,8.9,Pending approvals,5.0,Continue routine monitoring
EXP-091506,PRJ-02422,45.1,Compensation delay,17.7,Prioritize compensation processing
EXP-091507,PRJ-00816,12.6,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-091508,PRJ-02076,11.7,Pending approvals,5.0,Continue routine monitoring
EXP-091509,PRJ-03482,19.8,Notification pending,10.2,Continue routine monitoring
EXP-091510,PRJ-00688,14.2,Rehabilitation delay,5.9,Accelerate rehabilitation workflow
EXP-091511,PRJ-00512,13.1,Pending approvals,5.0,Continue routine monitoring
EXP-091512,PRJ-03165,6.3,Pending approvals,5.0,Continue routine monitoring
EXP-091513,PRJ-03795,9.6,Pending approvals,5.0,Continue routine monitoring
EXP-091514,PRJ-01734,76.9,Pending approvals,32.1,Prioritize compensation processing
EXP-091515,PRJ-04532,11.8,Pending approvals,6.4,Continue routine monitoring
EXP-091516,PRJ-04886,22.0,Incomplete documentation,8.8,Complete document verification
EXP-091517,PRJ-04136,41.4,Compensation delay,22.4,Prioritize compensation processing
EXP-091518,PRJ-04986,64.8,Compensation delay,28.2,Prioritize compensation processing
EXP-091519,PRJ-02995,5.3,Pending approvals,5.0,Continue routine monitoring
EXP-091520,PRJ-03456,44.2,Pending approvals,17.3,Escalate legal review
EXP-091521,PRJ-02684,11.6,Pending approvals,6.0,Continue routine monitoring
EXP-091522,PRJ-00255,17.1,Legal dispute,9.0,Escalate legal review
EXP-091523,PRJ-02204,9.1,Pending approvals,5.0,Continue routine monitoring
EXP-091524,PRJ-04248,21.1,Incomplete documentation,7.7,Complete document verification
EXP-091525,PRJ-04138,11.0,Pending approvals,5.0,Continue routine monitoring
EXP-091526,PRJ-04958,16.7,Pending approvals,5.0,Escalate pending approval
EXP-091527,PRJ-01219,17.9,Incomplete documentation,9.5,Complete document verification
EXP-091528,PRJ-02861,64.0,Compensation delay,26.3,Escalate legal review
EXP-091529,PRJ-03269,12.9,Notification pending,5.8,Continue routine monitoring
EXP-091530,PRJ-03939,4.7,Pending approvals,5.0,Continue routine monitoring
EXP-091531,PRJ-04363,16.1,Pending approvals,5.0,Continue routine monitoring
EXP-091532,PRJ-02615,7.8,Pending approvals,5.0,Continue routine monitoring
EXP-091533,PRJ-00320,7.5,Pending approvals,5.0,Continue routine monitoring
EXP-091534,PRJ-04436,14.2,Pending approvals,6.5,Continue routine monitoring
EXP-091535,PRJ-04823,17.1,Notification pending,6.4,Continue routine monitoring
EXP-091536,PRJ-02846,11.4,Pending approvals,5.0,Continue routine monitoring
EXP-091537,PRJ-04273,6.2,Pending approvals,5.0,Continue routine monitoring
EXP-091538,PRJ-02771,15.3,Pending approvals,7.9,Continue routine monitoring
EXP-091539,PRJ-02432,8.9,Pending approvals,5.0,Continue routine monitoring
EXP-091540,PRJ-02965,29.7,Legal dispute,10.2,Escalate legal review
EXP-091541,PRJ-04647,58.2,Compensation delay,18.4,Escalate legal review
EXP-091542,PRJ-02119,7.8,Pending approvals,5.0,Continue routine monitoring
EXP-091543,PRJ-02393,10.2,Pending approvals,5.0,Continue routine monitoring
EXP-091544,PRJ-04617,8.8,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-091545,PRJ-02991,15.5,Pending approvals,6.3,Continue routine monitoring
EXP-091546,PRJ-01547,16.9,Rehabilitation delay,8.0,Accelerate rehabilitation workflow
EXP-091547,PRJ-03408,14.1,Notification pending,5.0,Continue routine monitoring
EXP-091548,PRJ-01201,9.7,Stakeholder bottleneck,5.2,Continue routine monitoring
EXP-091549,PRJ-02573,16.5,Pending approvals,7.0,Continue routine monitoring
EXP-091550,PRJ-01774,18.5,Rehabilitation delay,9.1,Accelerate rehabilitation workflow
EXP-091551,PRJ-03992,26.3,Legal dispute,7.5,Escalate legal review
EXP-091552,PRJ-02142,22.0,Rehabilitation delay,11.6,Accelerate rehabilitation workflow
EXP-091553,PRJ-01812,16.2,Pending approvals,8.3,Continue routine monitoring
EXP-091554,PRJ-03204,27.8,Pending approvals,13.9,Escalate pending approval
EXP-091555,PRJ-01285,8.6,Pending approvals,5.0,Continue routine monitoring
EXP-091556,PRJ-00803,9.1,Pending approvals,5.0,Continue routine monitoring
EXP-091557,PRJ-01045,39.0,Pending approvals,19.3,Complete document verification
EXP-091558,PRJ-04379,16.1,Pending approvals,6.3,Continue routine monitoring
EXP-091559,PRJ-03836,23.5,Rehabilitation delay,11.2,Accelerate rehabilitation workflow
EXP-091560,PRJ-03442,6.9,Pending approvals,5.0,Continue routine monitoring
EXP-091561,PRJ-01855,27.8,Incomplete documentation,12.8,Complete document verification
EXP-091562,PRJ-02940,41.6,Compensation delay,15.2,Prioritize compensation processing
EXP-091563,PRJ-00411,20.7,Notification pending,6.6,Continue routine monitoring
EXP-091564,PRJ-04749,40.9,Compensation delay,21.5,Escalate legal review
EXP-091565,PRJ-03809,25.6,Possession pending,13.3,Continue routine monitoring
EXP-091566,PRJ-04878,10.9,Pending approvals,5.0,Continue routine monitoring
EXP-091567,PRJ-02752,27.8,Compensation delay,14.8,Prioritize compensation processing
EXP-091568,PRJ-01434,12.0,Pending approvals,5.0,Continue routine monitoring
EXP-091569,PRJ-01350,19.5,Compensation delay,8.7,Prioritize compensation processing
EXP-091570,PRJ-00145,7.3,Pending approvals,5.0,Continue routine monitoring
EXP-091571,PRJ-02623,21.3,Compensation delay,7.0,Prioritize compensation processing
EXP-091572,PRJ-04515,12.9,Compensation delay,5.0,Prioritize compensation processing
EXP-091573,PRJ-01280,48.6,Pending approvals,23.9,Prioritize compensation processing
EXP-091574,PRJ-04407,7.3,Pending approvals,5.0,Continue routine monitoring
EXP-091575,PRJ-00345,8.8,Pending approvals,5.0,Continue routine monitoring
EXP-091576,PRJ-00214,12.9,Possession pending,5.5,Continue routine monitoring
EXP-091577,PRJ-01959,12.6,Stakeholder bottleneck,6.6,Continue routine monitoring
EXP-091578,PRJ-02065,15.0,Stakeholder bottleneck,5.7,Continue routine monitoring
EXP-091579,PRJ-00853,27.1,Rehabilitation delay,13.8,Accelerate rehabilitation workflow
EXP-091580,PRJ-04795,13.4,Possession pending,5.8,Continue routine monitoring
EXP-091581,PRJ-04269,10.4,Pending approvals,5.0,Continue routine monitoring
EXP-091582,PRJ-03941,17.3,Incomplete documentation,5.4,Complete document verification
EXP-091583,PRJ-04234,8.4,Pending approvals,5.0,Continue routine monitoring
EXP-091584,PRJ-02093,10.8,Pending approvals,5.0,Continue routine monitoring
EXP-091585,PRJ-03338,47.8,Compensation delay,20.9,Escalate legal review
EXP-091586,PRJ-03025,20.0,Rehabilitation delay,5.5,Accelerate rehabilitation workflow
EXP-091587,PRJ-02011,13.1,Pending approvals,6.1,Continue routine monitoring
EXP-091588,PRJ-02927,25.1,Legal dispute,11.5,Escalate legal review
EXP-091589,PRJ-01309,9.8,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-091590,PRJ-03711,42.5,Pending approvals,18.7,Escalate legal review
EXP-091591,PRJ-00074,11.9,Stakeholder bottleneck,6.2,Continue routine monitoring
